SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
9/15/17,518 Days,500 Kennedy Drive,North Wildwood,Condo,169738,"$219,900 ","$205,000 "
9/15/17,162 Days,711 Ocean Avenue,North Wildwood,Condo,175587,"$239,900 ","$239,900 "
9/15/17,99 Days,503 Central Avenue,North Wildwood,Condo,176726,"$239,900 ","$222,500 "
9/15/17,93 Days,440 E 24th Avenue,North Wildwood,Condo,176786,"$214,777 ","$210,000 "
9/15/17,86 Days,521 W Taylor Avenue,Wildwood,Townhouse,176890,"$269,900 ","$240,000 "
9/15/17,80 Days,417 E 10th Avenue,North Wildwood,Townhouse,176985,"$649,500 ","$645,000 "
9/14/17,424 Days,302 E 21st Avenue,North Wildwood,Single Family,171439,"$398,900 ","$335,000 "
9/14/17,76 Days,1606 New York Avenue,North Wildwood,Single Family,177031,"$249,000 ","$260,000 "
9/14/17,168 Days,"206 N New Jersey Avenue, Unit 300",North Wildwood,Townhouse,175488,"$445,000 ","$412,500 "
9/14/17,125 Days,507 W Taylor Avenue,Wildwood,Condo,176227,"$297,000 ","$289,000 "
9/13/17,84 Days,404 W Hand Avenue,Wildwood,Condo,176902,"$229,000 ","$223,500 "
9/12/17,531 Days,1000 Kennedy Drive,North Wildwood,Condo,169533,"$195,900 ","$190,000 "
9/12/17,147 Days,701 Ocean Avenue #3,North Wildwood,Condo,175789,"$109,000 ","$101,500 "
9/11/17,207 Days,111 E 17th Avenue,North Wildwood,Condo,174679,"$297,500 ","$293,000 "
9/11/17,115 Days,2305 Seaboard Circle,North Wildwood,Condo,176365,"$399,900 ","$398,000 "
9/11/17,74 Days,2703 ATLANTIC AVE,Wildwood,Townhouse,177033,"$275,000 ","$265,000 "
9/8/17,322 Days,220 E Hand Avenue,Wildwood,Single Family,173063,"$339,900 ","$310,000 "
9/8/17,337 Days,105 W Maple Avenue,Wildwood,Duplex,172719,"$157,900 ","$140,000 "
9/8/17,261 Days,551 W Glenwood Avenue,West Wildwood,Townhouse,173801,"$339,900 ","$335,000 "
9/8/17,218 Days,4108 Susquehanna Avenue,Wildwood,Townhouse,174435,"$319,777 ","$319,777 "
9/8/17,153 Days,433 W Montgomery Avenue,Wildwood,Condo,175647,"$249,900 ","$242,000 "
9/8/17,71 Days,201 E Roberts Avenue - #100,Wildwood,Condo,177015,"$215,900 ","$212,000 "
9/8/17,62 Days,403 W Spicer Avenue,Wildwood,Condo,177258,"$229,000 ","$229,500 "
9/7/17,126 Days,417 E 19th Avenue,North Wildwood,Condo,176108,"$159,999 ","$156,000 "
9/7/17,108 Days,1900 Boardwalk,North Wildwood,Condo,176398,"$259,000 ","$249,000 "
9/6/17,176 Days,1800 Ocean Avenue,North Wildwood,Condo,175178,"$159,900 ","$155,000 "
9/5/17,158 Days,512 W Glenwood Avenue,West Wildwood,Single Family,175531,"$99,000 ","$82,000 "
9/5/17,193 Days,4 N New York Avenue,North Wildwood,Townhouse,174853,"$649,900 ","$643,070 "
9/3/17,16 Days,645 W Spruce Avenue,North Wildwood,Single Family,177950,"$300,000 ","$300,000 "
9/2/17,141 Days,127B Seaview Court,North Wildwood,Townhouse,175754,"$595,000 ","$563,000 "
9/1/17,335 Days,128 Anglesea Drive,North Wildwood,Townhouse,172761,"$424,900 ","$434,480 "
9/1/17,335 Days,130 Anglesea Drive,North Wildwood,Townhouse,172762,"$429,900 ","$465,000 "
9/1/17,224 Days,102 E 19th Avenue,North Wildwood,Condo,174233,"$249,900 ","$242,500 "
9/1/17,84 Days,1309 Ocean Avenue,North Wildwood,Condo,176711,"$153,900 ","$148,000 "
9/1/17,49 Days,223 E Roberts Avenue,Wildwood,Condo,177264,"$279,900 ","$275,000 "
9/1/17,31 Days,4303 Seaboard Circle,North Wildwood,Condo,177521,"$434,900 ","$414,900 "
8/31/17,398 Days,430 W Oak Avenue,Wildwood,Single Family,171545,"$309,900 ","$327,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
8/31/17,43 Days,413 E 21st Avenue,North Wildwood,Single Family,177318,"$450,000 ","$445,000 "
8/31/17,131 Days,133 W 17th Streets,North Wildwood,Townhouse,175881,"$469,000 ","$460,000 "
8/31/17,106 Days,406B E 22nd Avenue,North Wildwood,Condo,176288,"$322,300 ","$319,024 "
8/30/17,218 Days,8.5 A Avenue,West Wildwood,Single Family,174277,"$324,900 ","$295,000 "
8/30/17,139 Days,417 E 19th Avenue #412,North Wildwood,Condo,175713,"$159,900 ","$155,000 "
8/29/17,67 Days,501 W Maple Avenue,Wildwood,Single Family,176999,"$359,900 ","$385,422 "
8/25/17,152 Days,406 W 16th Avenue,North Wildwood,Vacant Lot,175393,"$190,000 ","$180,000 "
8/25/17,149 Days,410 W Maple Avenue,Wildwood,Duplex,176571,"$175,900 ","$120,750 "
8/25/17,303 Days,225 E Spencer Avenue,Wildwood,Condo,173139,"$224,900 ","$226,000 "
8/25/17,151 Days,423 W Leaming Avenue,Wildwood,Condo,175388,"$259,500 ","$252,500 "
8/25/17,110 Days,303 E Marina Drive,North Wildwood,Condo,176234,"$275,000 ","$265,000 "
8/22/17,210 Days,420 W Garfield,Wildwood,Condo,174241,"$189,000 ","$183,000 "
8/21/17,383 Days,130 E Montgomery Avenue,Wildwood,Other,171614,"$85,000 ","$75,000 "
8/18/17,227 Days,443 W Baker Avenue,Wildwood,Single Family,173906,"$135,000 ","$120,000 "
8/18/17,126 Days,420 W 17th,North Wildwood,Single Family,175761,"$399,500 ","$395,000 "
8/18/17,851 Days,225 E Wildwood Avenue,Wildwood,Condo,163687,"$49,900 ","$41,500 "
8/18/17,350 Days,324 E 24th Avenue,North Wildwood,Condo,172121,"$379,900 ","$379,900 "
8/18/17,121 Days,400 E Marina Drive,North Wildwood,Condo,175811,"$449,900 ","$440,000 "
8/18/17,61 Days,1100 New Jersey Avenue,North Wildwood,Condo,176882,"$149,900 ","$131,000 "
8/15/17,155 Days,505 E 4th Street,Wildwood,Condo,175179,"$79,900 ","$74,000 "
8/13/17,345 Days,328 E 24th Avenue,North Wildwood,Condo,172112,"$409,900 ","$400,000 "
8/11/17,105 Days,109 E 5th,North Wildwood,Single Family,176045,"$669,000 ","$655,000 "
8/11/17,100 Days,320 W 16 Avenue,North Wildwood,Single Family,176067,"$419,000 ","$409,000 "
8/11/17,279 Days,212 E Bennett Avenue,Wildwood,Duplex,173317,"$289,999 ","$265,000 "
8/11/17,86 Days,417 W Roberts Avenue,Wildwood,Duplex,176327,"$112,900 ","$114,900 "
8/11/17,120 Days,229 E Pine Avenue,Wildwood,Condo,175715,"$209,900 ","$200,000 "
8/11/17,93 Days,501 E 3rd Avenue,North Wildwood,Condo,176192,"$269,900 ","$255,000 "
8/11/17,57 Days,1503 Atlantic Avenue,North Wildwood,Condo,176822,"$209,900 ","$200,000 "
8/10/17,101 Days,302 E 8th Avenue,North Wildwood,Single Family,176143,"$425,000 ","$386,000 "
8/10/17,82 Days,301 E 15th Avenue,North Wildwood,Single Family,176392,"$499,000 ","$475,000 "
8/10/17,79 Days,128 W JUNIPER Avenue,Wildwood,Single Family,176429,"$259,000 ","$262,000 "
8/7/17,180 Days,1900 Boardwalk,North Wildwood,Condo,174533,"$169,000 ","$163,000 "
8/7/17,69 Days,5001 New Jersey Avenue,Wildwood,Condo,176542,"$89,900 ","$88,000 "
8/4/17,71 Days,1 St Vincent Court,North Wildwood,Single Family,176497,"$359,900 ","$355,000 "
8/4/17,85 Days,248 Seabreeze Court,North Wildwood,Duplex,176230,"$399,900 ","$340,000 "
8/4/17,336 Days,328 E 24th Avenue,North Wildwood,Condo,172113,"$389,900 ","$389,900 "
8/4/17,336 Days,328 E 24th Avenue,North Wildwood,Condo,172124,"$379,900 ","$379,900 "
8/4/17,307 Days,"600 Kennedy Drive, #210",North Wildwood,Condo,172660,"$192,999 ","$185,000 "
8/4/17,132 Days,4108 Hudson Avenue,Wildwood,Condo,175365,"$208,900 ","$208,900 "
8/4/17,124 Days,406 E 11th Avenue,North Wildwood,Condo,175502,"$445,000 ","$400,000 "
8/4/17,59 Days,416 E 10th Avenue Unit 7,North Wildwood,Townhouse,176656,"$439,900 ","$425,000 "
8/3/17,58 Days,318 E 16th Avenue,North Wildwood,Four-Plex,176781,"$219,900 ","$210,000 "
8/1/17,67 Days,140-42 W Spencer Avenue,Wildwood,Residential Vacant Lot,176545,"$34,900 ","$30,000 "
8/1/17,20 Days,328 W Montgomery Avenue,Wildwood,Residential Vacant Lot,177218,"$55,000 ","$45,000 "
8/1/17,342 Days,327 E 25th Avenue,North Wildwood,Condo,172114,"$409,900 ","$409,900 "
8/1/17,342 Days,327 E 25th Avenue,North Wildwood,Condo,172118,"$379,900 ","$379,900 "
7/31/17,123 Days,332 W 15Th Ave,North Wildwood,Single Family,175445,"$650,000 ","$620,000 "
7/31/17,104 Days,336 E 21ST AVE Street,North Wildwood,Single Family,175851,"$397,300 ","$400,000 "
7/31/17,80 Days,113 E 15th Avenue,North Wildwood,Triplex,176241,"$269,900 ","$250,000 "
7/31/17,151 Days,1310 OCEAN AVE Avenue,North Wildwood,Condo,174992,"$430,000 ","$412,500 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
7/31/17,97 Days,310 E Pine Ave. Avenue,Wildwood,Condo,175936,"$310,000 ","$302,000 "
7/31/17,86 Days,203 E Glenwood Avenue,Wildwood,Condo,176191,"$225,000 ","$212,500 "
7/31/17,78 Days,101 W Spruce Unit 313,North Wildwood,Condo,176260,"$483,600 ","$445,000 "
7/28/17,276 Days,1110 New York Avenue,North Wildwood,Single Family,173072,"$439,900 ","$430,000 "
7/28/17,190 Days,635 W PINE Avenue,West Wildwood,Single Family,174229,"$49,900 ","$52,000 "
7/28/17,340 Days,508 Ocean Avenue,North Wildwood,Condo,171915,"$229,900 ","$220,000 "
7/28/17,310 Days,225 E Wildwood Avenue,Wildwood,Condo,172478,"$69,900 ","$63,500 "
7/28/17,141 Days,304 W Burk Avenue,Wildwood,Condo,175083,"$234,900 ","$229,000 "
7/28/17,109 Days,430 E 24th Avenue,North Wildwood,Condo,175674,"$359,900 ","$350,000 "
7/28/17,95 Days,225 E Davis Avenue,Wildwood,Condo,175899,"$219,900 ","$211,500 "
7/28/17,88 Days,323 E Maple Avenue,Wildwood,Condo,176011,"$94,900 ","$86,000 "
7/28/17,80 Days,265 Seabreeze Court,North Wildwood,Condo,176182,"$289,900 ","$286,900 "
7/28/17,58 Days,252B Allen Drive,North Wildwood,Condo,176559,"$99,500 ","$99,500 "
7/27/17,284 Days,124 W Glenwood,Wildwood,Single Family,172973,"$140,000 ","$140,000 "
7/27/17,239 Days,221 E Glenwood Avenue,Wildwood,Condo,173564,"$219,900 ","$216,000 "
7/27/17,77 Days,407 W Hildreth Avenue,Wildwood,Condo,176209,"$170,000 ","$165,000 "
7/25/17,239 Days,333 E 18TH AVE #B,North Wildwood,Condo,173512,"$309,000 ","$297,000 "
7/24/17,448 Days,324 E 24th Avenue,North Wildwood,Condo,172115,"$389,900 ","$389,000 "
7/21/17,156 Days,4 Avenue B,West Wildwood,Single Family,174653,"$147,500 ","$142,000 "
7/21/17,130 Days,315 W Pine Avenue,Wildwood,Single Family,175177,"$189,000 ","$171,000 "
7/21/17,105 Days,753 W Maple Avenue,West Wildwood,Single Family,175609,"$95,000 ","$82,500 "
7/21/17,28 Days,531 W Andrews Avenue,Wildwood,Residential Vacant Lot,176959,"$79,900 ","$68,000 "
7/21/17,357 Days,428 W Oak Avenue,Wildwood,Townhouse,171544,"$279,900 ","$279,900 "
7/21/17,126 Days,317 E Hand Avenue,Wildwood,Condo,175261,"$314,900 ","$302,500 "
7/21/17,63 Days,514 E 7th Avenue,North Wildwood,Condo,176372,"$518,500 ","$507,000 "
7/20/17,267 Days,106 W 17th Avenue,North Wildwood,Condo,173088,"$309,900 ","$284,000 "
7/20/17,138 Days,108 E Burk Avenue,Wildwood,Condo,175102,"$259,900 ","$252,500 "
7/20/17,42 Days,108 W 6th Avenue,North Wildwood,Townhouse,176697,"$449,000 ","$442,000 "
7/15/17,103 Days,227 E 22nd Avenue,North Wildwood,Single Family,175518,"$589,900 ","$570,000 "
7/15/17,441 Days,119 E Magnolia Avenue,Wildwood,Condo,170124,"$114,500 ","$106,000 "
7/14/17,569 Days,305 W 19th Avenue,North Wildwood,Residential Vacant Lot,167657,"$239,000 ","$222,500 "
7/14/17,424 Days,509-525 E 4th Avenue,North Wildwood,Condo,170417,"$82,900 ","$76,975 "
7/14/17,300 Days,221 E Rio Grande Avenue,Wildwood,Condo,172470,"$249,900 ","$237,000 "
7/14/17,136 Days,2207 Surf Avenue,North Wildwood,Condo,174926,"$184,900 ","$175,000 "
7/14/17,127 Days,1900 Boardwalk,North Wildwood,Condo,175090,"$269,900 ","$255,000 "
7/14/17,126 Days,600 Kennedy Drive,North Wildwood,Condo,175091,"$195,000 ","$192,900 "
7/14/17,117 Days,114 E Spicer Avenue,Wildwood,Townhouse,175266,"$359,000 ","$335,000 "
7/14/17,79 Days,420 E 22nd Avenue,North Wildwood,Condo,175950,"$399,900 ","$399,900 "
7/13/17,178 Days,110 E 20th Avenue,North Wildwood,Single Family,174134,"$479,900 ","$422,000 "
7/13/17,114 Days,509 W Maple Avenue,West Wildwood,Single Family,175342,"$249,900 ","$233,000 "
7/13/17,266 Days,509-525 E 4th Avenue,North Wildwood,Condo,172988,"$110,000 ","$95,000 "
7/13/17,30 Days,513 E 7th Avenue,North Wildwood,Condo,176761,"$124,900 ","$122,000 "
7/12/17,79 Days,608 OCEAN,North Wildwood,Condo,175752,"$134,900 ","$151,500 "
7/11/17,38 Days,5001 PARK BLVD #11,Wildwood,Condo,176637,"$74,000 ","$74,000 "
7/7/17,142 Days,118 W 17th Avenue,North Wildwood,Single Family,174648,"$279,900 ","$265,000 "
7/7/17,67 Days,126 W 8th Avenue,North Wildwood,Single Family,176015,"$215,000 ","$210,000 "
7/7/17,145 Days,227 E Burk,Wildwood,Condo,174612,"$319,000 ","$315,000 "
7/6/17,60 Days,424 E 19th Avenue,North Wildwood,Condo,176148,"$214,750 ","$206,375 "
7/3/17,61 Days,104 E 6th Avenue,North Wildwood,Single Family,176076,"$299,900 ","$299,000 "
7/3/17,422 Days,225 E Wildwood Avenue,Wildwood,Condo,170161,"$69,900 ","$60,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
7/1/17,139 Days,120 Seaspray Court,North Wildwood,Single Family,176742,"$279,000 ","$270,000 "
6/30/17,416 Days,205 N New York Avenue,North Wildwood,Single Family,170207,"$419,900 ","$412,000 "
6/30/17,216 Days,236 W 26th Avenue,Wildwood,Single Family,173501,"$245,900 ","$220,000 "
6/30/17,172 Days,124 E SPENCER AVE #2,Wildwood,Twin,174023,"$29,900 ","$23,000 "
6/30/17,123 Days,227 W 3RD AVE,North Wildwood,Single Family,174964,"$329,500 ","$300,000 "
6/30/17,109 Days,301 E 12th Avenue,North Wildwood,Single Family,175159,"$575,000 ","$555,000 "
6/30/17,86 Days,411 W Pine Avenue,Wildwood,Single Family,175560,"$174,000 ","$170,000 "
6/30/17,71 Days,756 W Oak Avenue,North Wildwood,Twin,175818,"$484,900 ","$474,900 "
6/30/17,66 Days,141 E Youngs Avenue,Wildwood,Single Family,175932,"$149,000 ","$147,500 "
6/30/17,350 Days,410 Ocean Avenue,North Wildwood,Condo,171343,"$499,900 ","$484,000 "
6/30/17,272 Days,126 Anglesea Drive,North Wildwood,Townhouse,172760,"$414,900 ","$413,130 "
6/30/17,198 Days,3405 SUSQUEHANNA #C Avenue,Wildwood,Condo,173712,"$186,500 ","$181,084 "
6/30/17,105 Days,215 Surf Ave # 103,North Wildwood,Condo,175238,"$259,000 ","$250,000 "
6/30/17,101 Days,2207 Surf Avenue Avenue,North Wildwood,Condo,175284,"$319,000 ","$305,000 "
6/30/17,78 Days,110 E Pine Avenue,Wildwood,Condo,175707,"$219,900 ","$209,500 "
6/30/17,77 Days,112 E 19 Avenue,North Wildwood,Townhouse,175792,"$439,900 ","$420,000 "
6/30/17,83 Days,233 E Roberts,Wildwood,Condo,175860,"$239,000 ","$234,000 "
6/30/17,55 Days,4106 Arctic Avenue,Wildwood,Condo,176145,"$199,900 ","$192,000 "
6/30/17,43 Days,725 Allen Drive,North Wildwood,Condo,176337,"$109,900 ","$120,400 "
6/30/17,30 Days,301 E Leaming Avenue,Wildwood,Condo,176546,"$315,000 ","$305,000 "
6/29/17,87 Days,513 E 7th Avenue,North Wildwood,Condo,175521,"$117,900 ","$110,000 "
6/28/17,107 Days,210 W 20th Avenue,North Wildwood,Single Family,175161,"$299,900 ","$290,000 "
6/27/17,799 Days,217 E 22 Street,North Wildwood,Single Family,163627,"$280,250 ","$280,250 "
6/27/17,407 Days,217 E 22nd Street,North Wildwood,Triplex,170412,"$280,250 ","$280,250 "
6/27/17,269 Days,124 Anglesea Drive,North Wildwood,Townhouse,172759,"$414,900 ","$426,500 "
6/26/17,85 Days,406 E 11th Avenue,North Wildwood,Condo,175503,"$475,000 ","$460,000 "
6/26/17,53 Days,1200 Kennedy Drive,North Wildwood,Condo,176120,"$158,900 ","$140,000 "
6/24/17,39 Days,2300 New Jersey Avenue,North Wildwood,Condo,176285,"$269,900 ","$265,000 "
6/23/17,60 Days,737 W Glenwood Avenue,West Wildwood,Single Family,175894,"$137,300 ","$120,000 "
6/23/17,106 Days,306 E Poplar Avenue,Wildwood,Triplex,175084,"$199,900 ","$199,900 "
6/23/17,281 Days,3202 Seaboard Circle,North Wildwood,Condo,172430,"$369,000 ","$365,000 "
6/23/17,265 Days,225 E Wildwood Avenue,Wildwood,Condo,172646,"$64,500 ","$62,000 "
6/23/17,153 Days,4204 Seaboard Circle,North Wildwood,Condo,174236,"$392,900 ","$385,000 "
6/23/17,87 Days,331 E 18th Avenue,North Wildwood,Condo,175405,"$349,900 ","$335,000 "
6/23/17,32 Days,513 E 7th Avenue,North Wildwood,Condo,176418,"$115,000 ","$115,000 "
6/23/17,27 Days,701 Ocean Avenue unit 6,North Wildwood,Condo,176509,"$74,900 ","$67,000 "
6/22/17,100 Days,703 W Virginia Avenue,North Wildwood,Single Family,175227,"$349,900 ","$320,000 "
6/22/17,315 Days,2409 Central Avenue,North Wildwood,Condo,171830,"$178,900 ","$174,900 "
6/22/17,1 Days,420 E 22 Avenue,North Wildwood,Condo,176897,"$394,900 ","$394,900 "
6/21/17,140 Days,740 W Glenwood Avenue,West Wildwood,Single Family,174589,"$269,000 ","$259,000 "
6/21/17,135 Days,328 E 25th Avenue,North Wildwood,Condo,174477,"$299,900 ","$280,000 "
6/21/17,81 Days,2201 Surf Ave,North Wildwood,Condo,175484,"$388,900 ","$378,000 "
6/20/17,86 Days,430 W Pine Avenue,Wildwood,Single Family,175371,"$375,000 ","$371,000 "
6/20/17,57 Days,328 E 15th Avenue,North Wildwood,Townhouse,175892,"$399,900 ","$389,500 "
6/19/17,1868 Days,4805 PARK Boulevard,Wildwood,Commercial/Industrial,145872,"$205,000 ","$155,000 "
6/19/17,65 Days,2310 New York Avenue,North Wildwood,Triplex,175759,"$299,900 ","$290,000 "
6/19/17,299 Days,325 E 25th Avenue,North Wildwood,Condo,172119,"$379,900 ","$379,900 "
6/19/17,130 Days,418 E 24th Avenue,North Wildwood,Condo,174600,"$378,900 ","$365,900 "
6/19/17,107 Days,406 E 22nd Avenue,North Wildwood,Condo,175000,"$374,900 ","$366,000 "
6/19/17,81 Days,101 W SPRUCE AVE #103,North Wildwood,Condo,175446,"$515,101 ","$495,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
6/19/17,53 Days,1900 Boardwalk,North Wildwood,Condo,175992,"$299,900 ","$275,000 "
6/17/17,91 Days,400 Surf Avenue,North Wildwood,Other,175265,"$549,000 ","$525,000 "
6/16/17,107 Days,318 W 15th Avenue,North Wildwood,Single Family,174963,"$347,000 ","$319,000 "
6/16/17,566 Days,1400 Surf Avenue unit 302,North Wildwood,Condo,167357,"$215,000 ","$200,000 "
6/16/17,556 Days,1100 New Jersey Avenue,North Wildwood,Condo,167495,"$139,900 ","$127,000 "
6/16/17,134 Days,4106 Susquehanna Avenue,Wildwood,Townhouse,174434,"$319,777 ","$315,000 "
6/16/17,126 Days,526 E 2nd Avenue,North Wildwood,Condo,174715,"$559,900 ","$532,500 "
6/16/17,434 Days,312 E Juniper Unit #200 Avenue,Wildwood,Condo,175215,"$162,000 ","$185,500 "
6/16/17,72 Days,518 E 2nd Avenue,North Wildwood,Condo,175564,"$544,000 ","$524,500 "
6/16/17,51 Days,420 E 22nd Avenue,North Wildwood,Condo,175952,"$399,900 ","$399,900 "
6/15/17,252 Days,321 W 17th Avenue,North Wildwood,Single Family,172831,"$298,000 ","$285,000 "
6/15/17,127 Days,215 N Avenue,West Wildwood,Single Family,174532,"$350,000 ","$340,000 "
6/15/17,96 Days,318 W 16th,North Wildwood,Single Family,175133,"$245,000 ","$230,000 "
6/15/17,356 Days,"222 E Baker, Unit D Avenue",Wildwood,Condo,171044,"$174,900 ","$165,000 "
6/15/17,286 Days,324 E 24th Avenue,North Wildwood,Condo,172120,"$379,900 ","$379,900 "
6/13/17,379 Days,3105 Hudson Avenue,Wildwood,Single Family,170530,"$199,000 ","$207,000 "
6/13/17,130 Days,130 W Spicer Avenue,Wildwood,Duplex,174451,"$79,900 ","$90,000 "
6/12/17,290 Days,517 W Andrews Avenue,Wildwood,Condo,171986,"$236,000 ","$230,000 "
6/12/17,123 Days,2301 Atlantic Avenue,North Wildwood,Condo,174555,"$69,900 ","$64,900 "
6/9/17,181 Days,321 W Wildwood Avenue,Wildwood,Single Family,173714,"$179,900 ","$166,500 "
6/9/17,115 Days,123 E Burk Avenue,Wildwood,Apartment,174655,"$189,000 ","$160,000 "
6/9/17,231 Days,442 E 21st Avenue,North Wildwood,Condo,173071,"$119,000 ","$115,000 "
6/8/17,265 Days,324 W Taylor Avenue,Wildwood,Single Family,172393,"$187,900 ","$170,000 "
6/8/17,36 Days,217 W Maple Avenue,Wildwood,Single Family,176068,"$69,900 ","$62,900 "
6/7/17,34 Days,327 W Andrews,Wildwood,Single Family,175995,"$44,990 ","$40,000 "
6/7/17,44 Days,207 W Davis Avenue,Wildwood,Triplex,175930,"$102,000 ","$102,000 "
6/7/17,63 Days,1200 Kennedy Drive,North Wildwood,Condo,175573,"$273,900 ","$255,000 "
6/5/17,232 Days,510 E 14th Avenue,North Wildwood,Condo,172951,"$164,900 ","$155,000 "
6/2/17,210 Days,620 1/2 Glenwood Avenue,West Wildwood,Single Family,173230,"$199,900 ","$194,000 "
6/2/17,104 Days,405 W Juniper Avenue,Wildwood,Single Family,174746,"$199,900 ","$190,000 "
6/2/17,1574 Days,226 E 24th Avenue,North Wildwood,Residential Vacant Lot,150127,"$249,000 ","$205,000 "
6/2/17,123 Days,236 W Pine Avenue,Wildwood,Triplex,174354,"$259,777 ","$242,000 "
6/2/17,743 Days,122 Anglesea Drive,North Wildwood,Townhouse,164194,"$414,900 ","$452,000 "
6/2/17,141 Days,500 Kennedy Drive,North Wildwood,Townhouse,174062,"$249,900 ","$230,000 "
6/2/17,32 Days,5001 Park Boulevard,Wildwood,Condo,176133,"$74,000 ","$70,000 "
6/1/17,45 Days,517 E 5th Avenue,North Wildwood,Condo,175772,"$469,900 ","$458,000 "
5/31/17,217 Days,308 W Magnolia Avenue,Wildwood,Triplex,172210,"$214,830 ","$214,830 "
5/31/17,114 Days,4501 Pacific Avenue,Wildwood,Condo,174543,"$189,900 ","$180,000 "
5/31/17,98 Days,133 W 24th Avenue,North Wildwood,Townhouse,174883,"$424,900 ","$410,000 "
5/31/17,51 Days,409 W Andrews Avenue,Wildwood,Condo,175648,"$219,900 ","$213,000 "
5/31/17,49 Days,1000 kennedy Drive,North Wildwood,Condo,175692,"$175,000 ","$164,000 "
5/31/17,35 Days,420 E 22nd Avenue,North Wildwood,Condo,175953,"$399,900 ","$399,000 "
5/30/17,120 Days,400 E 22nd Ave,North Wildwood,Condo,174351,"$369,000 ","$354,425 "
5/26/17,224 Days,315 E YOUNGS AVE #102,Wildwood,Condo,172884,"$259,900 ","$255,000 "
5/26/17,141 Days,500 Kennedy Drive,North Wildwood,Condo,173955,"$195,000 ","$190,000 "
5/26/17,100 Days,414 W Bennett Avenue,Wildwood,Condo,174689,"$189,900 ","$180,000 "
5/26/17,101 Days,3108 Hudson Avenue,Wildwood,Condo,174692,"$114,900 ","$110,000 "
5/26/17,90 Days,419 W Cedar Avenue,Wildwood,Condo,174874,"$204,900 ","$195,000 "
5/26/17,89 Days,404 W Bennett Avenue,Wildwood,Condo,174907,"$184,900 ","$172,500 "
5/26/17,36 Days,2700 OCEAN AVE Avenue,Wildwood,Condo,175835,"$225,000 ","$225,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
5/25/17,269 Days,311 E Maple Avenue,Wildwood,Condo,172015,"$292,500 ","$284,000 "
5/25/17,55 Days,801 W Ohio Avenue,North Wildwood,Condo,175472,"$250,000 ","$235,000 "
5/25/17,36 Days,312 E Juniper Avenue,Wildwood,Condo,175883,"$164,900 ","$185,500 "
5/24/17,50 Days,808 Central Avenue,North Wildwood,Single Family,175549,"$425,000 ","$429,000 "
5/24/17,734 Days,120 Anglesea Drive,North Wildwood,Townhouse,164192,"$424,900 ","$419,350 "
5/23/17,103 Days,2008 New York Avenue,North Wildwood,Duplex,174549,"$215,000 ","$215,000 "
5/23/17,53 Days,442 E 21st Avenue,North Wildwood,Condo,175543,"$184,900 ","$178,500 "
5/23/17,41 Days,125 E 19th Avenue,North Wildwood,Condo,175684,"$279,000 ","$275,000 "
5/22/17,265 Days,4301 Seaboard Circle,North Wildwood,Condo,173560,"$459,900 ","$435,000 "
5/22/17,94 Days,336 E 6th Avenue,North Wildwood,Townhouse,174803,"$629,900 ","$600,000 "
5/19/17,472 Days,3 BAY AVE Avenue,West Wildwood,Single Family,168245,"$515,000 ","$485,000 "
5/19/17,180 Days,4 St. Vincent Court,North Wildwood,Single Family,173469,"$399,900 ","$385,000 "
5/19/17,651 Days,1 Bay Avenue,West Wildwood,Vacant Lot,165499,"$299,000 ","$257,000 "
5/19/17,394 Days,550 W Glenwood Ave.,West Wildwood,Vacant Lot,169816,"$44,900 ","$42,500 "
5/19/17,73 Days,401 NW 18th Avenue,North Wildwood,Duplex,175050,"$399,000 ","$400,000 "
5/19/17,346 Days,4300 Atlantic Avenue,Wildwood,Townhouse,170904,"$247,500 ","$240,000 "
5/19/17,245 Days,108A Allen Drive,North Wildwood,Condo,172401,"$95,000 ","$87,000 "
5/19/17,170 Days,308 W Garfield Avenue,Wildwood,Condo,173546,"$199,900 ","$189,000 "
5/19/17,175 Days,311 E 24th Avenue,North Wildwood,Condo,173608,"$249,900 ","$237,500 "
5/19/17,138 Days,228 E GLENWOOD AVE #B Avenue,Wildwood,Condo,173854,"$289,500 ","$280,000 "
5/19/17,136 Days,1800 Ocean Avenue,North Wildwood,Condo,173900,"$159,000 ","$155,000 "
5/19/17,128 Days,406 E 3rd Avenue,North Wildwood,Condo,174058,"$389,000 ","$368,000 "
5/19/17,127 Days,500 Kennedy Drive,North Wildwood,Condo,174139,"$149,000 ","$149,000 "
5/19/17,113 Days,5201 Ocean Avenue,Wildwood,Condo,174298,"$279,000 ","$275,000 "
5/19/17,59 Days,701 Ocean Avenue Unit 11,North Wildwood,Condo,175285,"$139,900 ","$125,000 "
